,ASIN,title,price,rating,review_count
91,B087P9DWH6,"Active Noise Cancelling Headphones, Wireless Headphones Bluetooth Headphones with Mic, BesDio Over Ear Headphones with Quick Charge, Bluetooth 5.0 Deep Bass, 30H Playtime for Online Class Home Work PC",29.99,4.5,1261
92,B07J2Z5DBM,TOZO T10 Bluetooth 5.0 Wireless Earbuds with Wireless Charging Case IPX8 Waterproof TWS Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black,23.99,4.3,177023
93,B07RGZ5NKS,TOZO T6 True Wireless Earbuds Bluetooth Headphones Touch Control with Wireless Charging Case IPX8 Waterproof TWS Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass for Sport Black,25.99,4.5,90506
94,B078S7WK5M,"ARTISTE Wireless TV Headphones Over Ear Headsets - Digital Stereo Headsets with 2.4GHz RF Transmitter, Charging Dock, 100ft Wireless Range and Rechargeable 20 Hour Battery, Black",71.95,4.2,9241
95,B0888FN9N3,"PeohZarr Kids Headphones with Mic, 85dB/94dB Safe Volume Limited On-Ear Headphones for Kids Girls Boys, 3.5mm Jack Stereo Foldable Wired Headphones for Cellphones/Tablet/Kindle/School/Travel",10.99,4.6,1272
96,B07RSJX4KW,"Mpow CH8 Kids Headphones with Microphone 2 Pack, Wired On Ear Headphones for Kids with 91dB Volume Limit, Online Schooling Headsets with Sharing Splitter for Boys Girls Children School Travel",35.99,4.6,8522
97,B00I3LV3P4,Sony Foldable Headphones with Smartphone Mic and Control - Metallic Blue,25.99,4.4,2600
98,B08G7BJMCK,Puro Sound Labs BT2200s Volume Limited Kids’ Bluetooth Headphones – Safer Headphones for Kids – Studio-Grade Audio Quality & Noise Isolation- Hot Pink,89.99,4.4,1741
99,B06XWG12QS,"Mpow 071 USB Headset/ 3.5mm Computer Headset with Microphone Noise Cancelling, Lightweight PC Headset Wired Headphones, Business Headset for Skype, Webinar, Cell Phone, Call Center",32.99,4.4,22419
100,B00SB6SP0C,AUSDOM Lightweight Over-Ear Wired HiFi Stereo Headphones with Built-in Mic Comfortable Leather Earphones- Blue,16.99,4.2,5025
101,B08P5S19Y1,"Vogek Kids Headphones with Microphone, Wired On Ear Headphones for Kids with 85dB/94dB Safe Volume Limit Adjustable Headphones, Foldable HD Sound Headphones for Children Boys Girls School Travel",16.99,4.9,33
102,B07MCCJ6VY,"Headphones with Microphone, Vogek Lightweight Foldable on Ear Headset for Kids Teens Adults, Wired Stereo Headphones with Deep Bass, Portable Design for Home Office Travel Virtual Schooling, Black",10.99,4.5,16008
103,B08TQJSJLP,"OneOdio Bluetooth Headphones, Studio Over Ear Headphones with Shareport, Foldable, Wired and Wireless Professional Monitor Recording Headphones with Stereo Sound for Electric Drum Piano Guitar Amp",45.99,4.5,6338
104,B07SHH37M6,"PeohZarr On-Ear Headphones with Microphone, Lightweight Folding Stereo Bass Headphones with 1.5M Tangle Free Cord, Portable Wired Headphones for Smartphone Tablet Laptop Computer MP3/4",12.98,4.5,19024
105,B07J5X68B2,"Sonitum On Ear Headphones with Microphone, Wired Head Phones with Volume Control for Computer Ipad Cellphone, Kids Headphones for School, Foldable/Adjustable fit Tangle Free 1.5m Cord, 3.5mm Jack",12.97,4.5,2151
106,B087Q74DHL,"PeohZarr Kids Headphones with Microphone, 85/94dB Safe Volume Limited On-Ear Headphones for Kids Girls Boys, Foldable 3.5mm Jack Stereo Wired Headphones for Cellphones/Tablet/Kindle/School/Travel",,4.7,1507
107,B07SHBQY7Z,"Sleep Headphones Wireless, Perytong Bluetooth Sports Headband Headphones with Ultra-Thin HD Stereo Speakers Perfect for Sleeping,Workout,Jogging,Yoga,Insomnia, Air Travel, Meditation",19.99,4.4,7830
108,B08K97YC31,"3 Pack Lightning to 3.5 mm Headphone Jack Adapter, Apple MFi Certified Veetone iPhone Audio Dongle Cable Earphones Headphones Converter Compatible with iPhone 12/12 Pro/11/11 Pro/SE/X XR XS XS Max 8 7",10.99,3.8,726
109,B07PFV1NQX,"APPHOME [Upgrade] Foldable Headphone Stand Hanger Holder Aluminum Headset Soundbar Stand Clamp Hook Under Desk Space Save Mount Fold Upward Not in Use, Universal Fit Gaming Headphones, Black",12.99,4.8,2830
110,B081JWVRJC,"Vogek Over Ear Headphones with Microphone, Wired Foldable Headsets with Deep Bass, Noise Isolating, 1.5M Tangle Free Cord and Comfortable Earpads for Smartphone Laptop Computer Chromebook Zoom, Black",16.99,4.5,1808
